round,loss,accuracy
1,2.032409429550171,0.4753
2,1.7726436853408813,0.4453
3,1.5900425910949707,0.4766
4,1.4479198455810547,0.5145
5,1.3341342210769653,0.5567
6,1.2450600862503052,0.5926
7,1.17714524269104,0.6133
8,1.1200737953186035,0.6364
9,1.0740891695022583,0.6529
10,1.0368571281433105,0.6594
