round,client_i,client_j,cosine_similarity,pair_type
1,0,1,0.38728250873747977,sybil_honest
1,0,2,0.3622241892806012,sybil_honest
1,0,3,0.5506127799345182,sybil_honest
1,0,4,0.11293617179189842,sybil_honest
1,0,5,0.9987881878722009,sybil_sybil
1,0,6,0.9990645861190028,sybil_sybil
1,1,2,0.39672491861731185,honest_honest
1,1,3,0.7133430175812419,honest_honest
1,1,4,0.2693004975118175,honest_honest
1,1,5,0.3872661137877219,sybil_honest
1,1,6,0.38773692753852473,sybil_honest
1,2,3,0.32476449960007453,honest_honest
1,2,4,0.18857978885658172,honest_honest
1,2,5,0.365390158195979,sybil_honest
1,2,6,0.36454002242837397,sybil_honest
1,3,4,0.02744579924459463,honest_honest
1,3,5,0.5479402709498825,sybil_honest
1,3,6,0.5479356075997556,sybil_honest
1,4,5,0.11169704270074153,sybil_honest
1,4,6,0.11276832688691042,sybil_honest
1,5,6,0.9987388701505279,sybil_sybil
2,0,1,0.29138700351398944,sybil_honest
2,0,2,0.2899565754516697,sybil_honest
2,0,3,0.4633080130018463,sybil_honest
2,0,4,0.03508664940533139,sybil_honest
2,0,5,0.9993694175771879,sybil_sybil
2,0,6,0.9994593157511797,sybil_sybil
2,1,2,0.4841254032823322,honest_honest
2,1,3,0.7610687498767611,honest_honest
2,1,4,0.3361875629777342,honest_honest
2,1,5,0.2879907406968932,sybil_honest
2,1,6,0.2937194095726289,sybil_honest
2,2,3,0.43760594464865343,honest_honest
2,2,4,0.20992057806389997,honest_honest
2,2,5,0.2871093742733975,sybil_honest
2,2,6,0.2850049510897952,sybil_honest
2,3,4,0.05720187621884856,honest_honest
2,3,5,0.4612483898287431,sybil_honest
2,3,6,0.4652514254471455,sybil_honest
2,4,5,0.03861976667241644,sybil_honest
2,4,6,0.03535802916249542,sybil_honest
2,5,6,0.999426527140995,sybil_sybil
3,0,1,0.12871926025987937,sybil_honest
3,0,2,0.1458041108357955,sybil_honest
3,0,3,0.2847680932476685,sybil_honest
3,0,4,-0.028921611291902894,sybil_honest
3,0,5,0.9971814647335895,sybil_sybil
3,0,6,0.9987964690214124,sybil_sybil
3,1,2,0.45751067043931093,honest_honest
3,1,3,0.7520298995357015,honest_honest
3,1,4,0.3638620759059723,honest_honest
3,1,5,0.13476371703709109,sybil_honest
3,1,6,0.1291078439526492,sybil_honest
3,2,3,0.41601042885109396,honest_honest
3,2,4,0.1996392414185624,honest_honest
3,2,5,0.13052116505866201,sybil_honest
3,2,6,0.13816706125562664,sybil_honest
3,3,4,0.07851845267673581,honest_honest
3,3,5,0.29617144045807187,sybil_honest
3,3,6,0.289369634621094,sybil_honest
3,4,5,-0.03261680143514405,sybil_honest
3,4,6,-0.032941824387545816,sybil_honest
3,5,6,0.9987130121022437,sybil_sybil
4,0,1,0.0013765081705713056,sybil_honest
4,0,2,0.018162943103408775,sybil_honest
4,0,3,0.15398587941977057,sybil_honest
4,0,4,-0.09013834003923656,sybil_honest
4,0,5,0.9975876858678813,sybil_sybil
4,0,6,0.9989189637768625,sybil_sybil
4,1,2,0.4326850081008915,honest_honest
4,1,3,0.7406837313473336,honest_honest
4,1,4,0.3617022962079069,honest_honest
4,1,5,0.010796630639873725,sybil_honest
4,1,6,-4.36325160813808e-05,sybil_honest
4,2,3,0.3635121139166302,honest_honest
4,2,4,0.17268309376177948,honest_honest
4,2,5,0.01296402735798581,sybil_honest
4,2,6,0.023658173394780636,sybil_honest
4,3,4,0.07374729820523951,honest_honest
4,3,5,0.16150428378621295,sybil_honest
4,3,6,0.1499129532040276,sybil_honest
4,4,5,-0.09514434876226116,sybil_honest
4,4,6,-0.08590193000403784,sybil_honest
4,5,6,0.9980924287046933,sybil_sybil
5,0,1,-0.10172478897436765,sybil_honest
5,0,2,-0.09668384864652795,sybil_honest
5,0,3,0.047291389328759544,sybil_honest
5,0,4,-0.12438036618217732,sybil_honest
5,0,5,0.9976851597494545,sybil_sybil
5,0,6,0.9980806362584493,sybil_sybil
5,1,2,0.40322909282378094,honest_honest
5,1,3,0.7230773599759135,honest_honest
5,1,4,0.3464805083100819,honest_honest
5,1,5,-0.11272849022555363,sybil_honest
5,1,6,-0.10754912225382313,sybil_honest
5,2,3,0.3347290355769892,honest_honest
5,2,4,0.15493940886559854,honest_honest
5,2,5,-0.08684581500585539,sybil_honest
5,2,6,-0.0922530620340542,sybil_honest
5,3,4,0.04672633351715401,honest_honest
5,3,5,0.03723276680986166,sybil_honest
5,3,6,0.04229316513717648,sybil_honest
5,4,5,-0.11982303867698904,sybil_honest
5,4,6,-0.11756557693546232,sybil_honest
5,5,6,0.9973783558267415,sybil_sybil
6,0,1,-0.192545696118005,sybil_honest
6,0,2,-0.16875743553920108,sybil_honest
6,0,3,-0.04856759396785804,sybil_honest
6,0,4,-0.16527317753643875,sybil_honest
6,0,5,0.9981698170745663,sybil_sybil
6,0,6,0.9978067011555312,sybil_sybil
6,1,2,0.37373956110786755,honest_honest
6,1,3,0.7211331147753589,honest_honest
6,1,4,0.3306858862153056,honest_honest
6,1,5,-0.18752738345429268,sybil_honest
6,1,6,-0.19750047915371508,sybil_honest
6,2,3,0.2990526524541507,honest_honest
6,2,4,0.1383178062069439,honest_honest
6,2,5,-0.16853174751168462,sybil_honest
6,2,6,-0.16887113351222693,sybil_honest
6,3,4,0.03662273924291565,honest_honest
6,3,5,-0.043656841855890416,sybil_honest
6,3,6,-0.05780042313856863,sybil_honest
6,4,5,-0.17145741592602906,sybil_honest
6,4,6,-0.16062366066888853,sybil_honest
6,5,6,0.9974084736303286,sybil_sybil
7,0,1,-0.2512702484599463,sybil_honest
7,0,2,-0.2110523354970455,sybil_honest
7,0,3,-0.09659847952295826,sybil_honest
7,0,4,-0.21463606313115308,sybil_honest
7,0,5,0.996735270182497,sybil_sybil
7,0,6,0.9967006778486758,sybil_sybil
7,1,2,0.3701448679118489,honest_honest
7,1,3,0.7125726181283751,honest_honest
7,1,4,0.2846983445796956,honest_honest
7,1,5,-0.2677870426848076,sybil_honest
7,1,6,-0.24534133018198956,sybil_honest
7,2,3,0.26524507096821853,honest_honest
7,2,4,0.11839596215308926,honest_honest
7,2,5,-0.2173826275626278,sybil_honest
7,2,6,-0.21951260281029528,sybil_honest
7,3,4,-0.01631246327388014,honest_honest
7,3,5,-0.11723004453953335,sybil_honest
7,3,6,-0.09718218171915309,sybil_honest
7,4,5,-0.1968028771147067,sybil_honest
7,4,6,-0.21642754921004564,sybil_honest
7,5,6,0.9957904554043077,sybil_sybil
