round,client_i,client_j,cosine_similarity,pair_type
8,0,1,-0.31942061377493736,sybil_honest
8,0,2,-0.2601838068381966,sybil_honest
8,0,3,-0.1515881023771707,sybil_honest
8,0,4,-0.20838224178927683,sybil_honest
8,0,5,0.9963022792843407,sybil_sybil
8,0,6,0.9949169396885796,sybil_sybil
8,1,2,0.34329208594307165,honest_honest
8,1,3,0.7113727334305797,honest_honest
8,1,4,0.25399298702643547,honest_honest
8,1,5,-0.3135334500635073,sybil_honest
8,1,6,-0.3396619483841868,sybil_honest
8,2,3,0.2224573644430995,honest_honest
8,2,4,0.10860908102859407,honest_honest
8,2,5,-0.25614595845289334,sybil_honest
8,2,6,-0.24166821639195232,sybil_honest
8,3,4,-0.07609909194707551,honest_honest
8,3,5,-0.1466547160705281,sybil_honest
8,3,6,-0.1737204345488925,sybil_honest
8,4,5,-0.22385739615483485,sybil_honest
8,4,6,-0.19948946461957281,sybil_honest
8,5,6,0.9958185824442058,sybil_sybil
9,0,1,-0.3522346172815818,sybil_honest
9,0,2,-0.30415279287164304,sybil_honest
9,0,3,-0.2425995955052805,sybil_honest
9,0,4,-0.23656585767182142,sybil_honest
9,0,5,0.9921521001262859,sybil_sybil
9,0,6,0.9947301131036073,sybil_sybil
9,1,2,0.33202533280136237,honest_honest
9,1,3,0.71464256899249,honest_honest
9,1,4,0.23880871825786612,honest_honest
9,1,5,-0.3660810370353006,sybil_honest
9,1,6,-0.3645027711928219,sybil_honest
9,2,3,0.24850337250939583,honest_honest
9,2,4,0.09610877151536976,honest_honest
9,2,5,-0.3246235915470625,sybil_honest
9,2,6,-0.31520274679149146,sybil_honest
9,3,4,-0.061718420370552196,honest_honest
9,3,5,-0.24068145447172007,sybil_honest
9,3,6,-0.24908925437702706,sybil_honest
9,4,5,-0.2202573744062765,sybil_honest
9,4,6,-0.21603966393044438,sybil_honest
9,5,6,0.9958214570376777,sybil_sybil
10,0,1,-0.4143634822834278,sybil_honest
10,0,2,-0.32107378272475035,sybil_honest
10,0,3,-0.28245262613784283,sybil_honest
10,0,4,-0.2580104947164084,sybil_honest
10,0,5,0.9974455784073823,sybil_sybil
10,0,6,0.996782158481041,sybil_sybil
10,1,2,0.3140393575704459,honest_honest
10,1,3,0.6995754967757015,honest_honest
10,1,4,0.2214215433895453,honest_honest
10,1,5,-0.40424579382436165,sybil_honest
10,1,6,-0.413084808304386,sybil_honest
10,2,3,0.23418896612145082,honest_honest
10,2,4,0.10377538091396571,honest_honest
10,2,5,-0.3306640644472269,sybil_honest
10,2,6,-0.31515633812691635,sybil_honest
10,3,4,-0.08816695456867987,honest_honest
10,3,5,-0.26735334949794043,sybil_honest
10,3,6,-0.2777036157839865,sybil_honest
10,4,5,-0.26631268073805536,sybil_honest
10,4,6,-0.26710332111459745,sybil_honest
10,5,6,0.9967183209486095,sybil_sybil
