round,logical_id,submitted_update_l2,threshold,clip_factor,clipped_update_l2,reconstructed_update_l2
1,0,2.0770195998211465,,1.0,2.0770195998211465,2.0770195998211465
1,1,2.044328544223218,,1.0,2.044328544223218,2.044328544223218
1,2,2.055447494679632,,1.0,2.055447494679632,2.055447494679632
1,3,1.9573301102001563,,1.0,1.9573301102001563,1.9573301102001563
1,4,2.0481857208788448,,1.0,2.0481857208788448,2.0481857208788448
1,5,2.0770195998211465,,1.0,2.0770195998211465,2.0770195998211465
1,6,2.0770195998211465,,1.0,2.0770195998211465,2.0770195998211465
2,0,1.1023699432066174,,1.0,1.1023699432066174,1.1023699432066174
2,1,1.7658408500353522,,1.0,1.7658408500353522,1.7658408500353522
2,2,1.7516184570445856,,1.0,1.7516184570445856,1.7516184570445856
2,3,1.416844923914262,,1.0,1.416844923914262,1.416844923914262
2,4,1.977146405977389,,1.0,1.977146405977389,1.977146405977389
2,5,1.1023699432066174,,1.0,1.1023699432066174,1.1023699432066174
2,6,1.1023699432066174,,1.0,1.1023699432066174,1.1023699432066174
3,0,0.627856676395592,,1.0,0.627856676395592,0.627856676395592
3,1,1.5775109959583802,,1.0,1.5775109959583802,1.5775109959583802
3,2,1.5136211044095476,,1.0,1.5136211044095476,1.5136211044095476
3,3,1.1774884916143475,,1.0,1.1774884916143475,1.1774884916143475
3,4,1.8388454397386098,,1.0,1.8388454397386098,1.8388454397386098
3,5,0.627856676395592,,1.0,0.627856676395592,0.627856676395592
3,6,0.627856676395592,,1.0,0.627856676395592,0.627856676395592
4,0,0.4510121568784497,,1.0,0.4510121568784497,0.4510121568784497
4,1,1.4395187856824567,,1.0,1.4395187856824567,1.4395187856824567
4,2,1.3549677274346663,,1.0,1.3549677274346663,1.3549677274346663
4,3,1.0348164326025735,,1.0,1.0348164326025735,1.0348164326025735
4,4,1.7004656879274287,,1.0,1.7004656879274287,1.7004656879274287
4,5,0.4510121568784497,,1.0,0.4510121568784497,0.4510121568784497
4,6,0.4510121568784497,,1.0,0.4510121568784497,0.4510121568784497
5,0,0.3696816914640218,,1.0,0.3696816914640218,0.3696816914640218
5,1,1.3361018971378043,,1.0,1.3361018971378043,1.3361018971378043
5,2,1.2516293630591155,,1.0,1.2516293630591155,1.2516293630591155
5,3,0.9296647974052997,,1.0,0.9296647974052997,0.9296647974052997
5,4,1.5908272054525006,,1.0,1.5908272054525006,1.5908272054525006
5,5,0.3696816914640218,,1.0,0.3696816914640218,0.3696816914640218
5,6,0.3696816914640218,,1.0,0.3696816914640218,0.3696816914640218
6,0,0.3199223343176584,,1.0,0.3199223343176584,0.3199223343176584
6,1,1.265404160769007,,1.0,1.265404160769007,1.265404160769007
6,2,1.1724364557740719,,1.0,1.1724364557740719,1.1724364557740719
6,3,0.8609786417986811,,1.0,0.8609786417986811,0.8609786417986811
6,4,1.5039456274443155,,1.0,1.5039456274443155,1.5039456274443155
6,5,0.3199223343176584,,1.0,0.3199223343176584,0.3199223343176584
6,6,0.3199223343176584,,1.0,0.3199223343176584,0.3199223343176584
7,0,0.28615194602088306,,1.0,0.28615194602088306,0.28615194602088306
7,1,1.2101732030257706,,1.0,1.2101732030257706,1.2101732030257706
7,2,1.112503375408053,,1.0,1.112503375408053,1.112503375408053
7,3,0.813946741968137,,1.0,0.813946741968137,0.813946741968137
7,4,1.4285048325763792,,1.0,1.4285048325763792,1.4285048325763792
7,5,0.28615194602088306,,1.0,0.28615194602088306,0.28615194602088306
7,6,0.28615194602088306,,1.0,0.28615194602088306,0.28615194602088306
8,0,0.2705845981440694,,1.0,0.2705845981440694,0.2705845981440694
8,1,1.1634042795704675,,1.0,1.1634042795704675,1.1634042795704675
8,2,1.0583883892524248,,1.0,1.0583883892524248,1.0583883892524248
8,3,0.7738187250360304,,1.0,0.7738187250360304,0.7738187250360304
8,4,1.3706847686550478,,1.0,1.3706847686550478,1.3706847686550478
8,5,0.2705845981440694,,1.0,0.2705845981440694,0.2705845981440694
8,6,0.2705845981440694,,1.0,0.2705845981440694,0.2705845981440694
9,0,0.24627611151824336,,1.0,0.24627611151824336,0.24627611151824336
9,1,1.120477339406104,,1.0,1.120477339406104,1.120477339406104
9,2,1.0295699146738624,,1.0,1.0295699146738624,1.0295699146738624
9,3,0.7492913921797124,,1.0,0.7492913921797124,0.7492913921797124
9,4,1.3051925620266656,,1.0,1.3051925620266656,1.3051925620266656
9,5,0.24627611151824336,,1.0,0.24627611151824336,0.24627611151824336
9,6,0.24627611151824336,,1.0,0.24627611151824336,0.24627611151824336
10,0,0.24297830594691086,,1.0,0.24297830594691086,0.24297830594691086
10,1,1.1004030462506031,,1.0,1.1004030462506031,1.1004030462506031
10,2,0.9896594039468845,,1.0,0.9896594039468845,0.9896594039468845
10,3,0.7394298564586608,,1.0,0.7394298564586608,0.7394298564586608
10,4,1.267443637103392,,1.0,1.267443637103392,1.267443637103392
10,5,0.24297830594691086,,1.0,0.24297830594691086,0.24297830594691086
10,6,0.24297830594691086,,1.0,0.24297830594691086,0.24297830594691086
