round,loss,accuracy
1,1.790341731452942,0.4476
2,1.3247338954925536,0.5475
3,1.0115719695091248,0.6801
4,0.8173406695365906,0.7636
5,0.6982709519386292,0.8078
6,0.6264476025104523,0.8261
7,0.5749063338756562,0.8372
8,0.5341676710605622,0.8489
9,0.5064826420783997,0.8523
10,0.47875521306991575,0.8629
