round,clean_loss,clean_accuracy_percent,asr_percent
1,1.7270834293365478,49.669999999999995,3.6585365853658534
2,1.1996411911010743,62.760000000000005,3.558758314855876
3,0.8548294230461121,72.18,2.549889135254989
4,0.6619155616760254,79.19,2.0509977827051
5,0.5749751375198364,82.24000000000001,1.762749445676275
6,0.5060269450664521,85.16,1.4855875831485588
7,0.47502534596920015,86.04,1.3414634146341464
8,0.43965998978614806,87.27000000000001,1.2971175166297118
9,0.42646178632974624,87.59,1.385809312638581
10,0.3987684800386429,88.66000000000001,1.1197339246119735
