round,client,update_norm,sent_update_norm,scale_ratio
1,0,1.696591867871757,16.965918694279505,10.000000009172467
1,1,2.131934764421593,2.131934764421593,1.0
1,2,1.7966656047346994,1.7966656047346994,1.0
1,3,2.025708022100422,2.025708022100422,1.0
1,4,2.0526153216638767,2.0526153216638767,1.0
2,0,0.6773550091674712,6.773550088647662,9.999999995531073
2,1,0.9189904489277338,0.9189904489277338,1.0
2,2,0.8460605986010978,0.8460605986010978,1.0
2,3,0.9341644839755657,0.9341644839755657,1.0
2,4,0.9400723849868635,0.9400723849868635,1.0
3,0,0.7762729318935062,7.762729328318741,10.000000012088119
3,1,0.7660220422679829,0.7660220422679829,1.0
3,2,0.7724963726112193,0.7724963726112193,1.0
3,3,0.7270183215390082,0.7270183215390082,1.0
3,4,0.7673104177991293,0.7673104177991293,1.0
4,0,1.0225457250921748,10.225457268055262,10.000000016755743
4,1,1.1471405904146272,1.1471405904146272,1.0
4,2,1.1039985281393376,1.1039985281393376,1.0
4,3,1.160327952482064,1.160327952482064,1.0
4,4,1.1012041486636222,1.1012041486636222,1.0
5,0,1.5452593351238046,15.452593366469202,10.000000009856699
5,1,1.4787461316208923,1.4787461316208923,1.0
5,2,1.4723111339476531,1.4723111339476531,1.0
5,3,1.4122575582379902,1.4122575582379902,1.0
5,4,1.4673383128641888,1.4673383128641888,1.0
6,0,1.7834685191834962,17.834685161193914,9.999999982819405
6,1,2.036571363930929,2.036571363930929,1.0
6,2,1.9684855275452229,1.9684855275452229,1.0
6,3,2.117181359131305,2.117181359131305,1.0
6,4,2.045149857436535,2.045149857436535,1.0
7,0,2.0249015297520208,20.24901530331524,10.000000002861883
7,1,1.9998901374979858,1.9998901374979858,1.0
7,2,1.9174865725027739,1.9174865725027739,1.0
7,3,1.8710109826287682,1.8710109826287682,1.0
7,4,1.9344639581634377,1.9344639581634377,1.0
8,0,1.7973787131248555,17.973787139857908,10.00000000478995
8,1,1.9176541270400274,1.9176541270400274,1.0
8,2,1.9104528937901448,1.9104528937901448,1.0
8,3,1.9738797093883471,1.9738797093883471,1.0
8,4,1.9408161633624972,1.9408161633624972,1.0
9,0,1.8676852486936377,18.676852523889437,10.000000019785485
9,1,1.81046337427175,1.81046337427175,1.0
9,2,1.7929069009538585,1.7929069009538585,1.0
9,3,1.7803368592322508,1.7803368592322508,1.0
9,4,1.8056065218883681,1.8056065218883681,1.0
10,0,1.4828148326604702,14.828148314224574,9.999999991650927
10,1,1.6919688854555819,1.6919688854555819,1.0
10,2,1.6200952290785902,1.6200952290785902,1.0
10,3,1.7440938406211963,1.7440938406211963,1.0
10,4,1.6917256536728222,1.6917256536728222,1.0
