round,loss,accuracy
1,7.628476690673828,0.4018
2,1.6832097299575806,0.4581
3,3.1645440086364744,0.3336
4,3.9348048847198487,0.2555
5,8.155538542175293,0.1974
6,9.498603422546386,0.1027
7,7.07186332244873,0.1897
8,1.4396628347396851,0.5448
9,7.0760626754760745,0.228
10,4.759283768081665,0.2839
